request_id,generated_at,keyword,ship_to_country,target_currency,target_language,page,page_size,product_id,product_title,sale_price,discount,evaluate_rate,lastest_volume,product_detail_url,shop_id,shop_url,promotion_link,category_id,first_level_category_id,sell_score
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005006967399735,"Zapatillas de EVA para uso doméstico de verano para mujer, bonitos zapatos sin cordones cómodos para interiores con diseño de dibujos animados",36.34,51%,98.0%,65065,https://es.aliexpress.com/item/1005006967399735.html?pdp_npi=4%40dis%21MXN%21193.54%2192.90%21%21%2175.70%2136.34%21%4021410ce717716956095092099ea166%2112000056055507295%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9woaHlgpqzeMLcuyn5FJYVGOxrNjLGO0vAxNLzqlgNDMcgxjZ0BDuDgkBmzJBUffnP8vQ7IAbzm8bcCTs1MJ3Wvv65ykVOcTTlbOo2QJF6ySqWJa3WI3z925H4vxGWxU9Nto3ck7Re2GmdWtPNPyQOBE2c6QBu3EQTb5J9KRWG4ZzWMkmvz3fpKWR5s2JlChu6Gk0z7j1wTBKdO0sfY0iI08sFj1muD2w8q6KjKV8fUDogpg35yOpItSRvXwRwjDEGgmfOTFY5FxlEWPd6LGsUtPOVCxxu3UMUBI6zW8zcjDRknIC7e74KK9UsuZcRSb1jhpDuQp4iG7NmByobtfXUabnNKQ1kAv9aUsOlHZtbIxgZa7lxMj9RypGzpCwlEZrADnF1nxT6BT8unh2UxBVV98pFBKyUEF6OLi0jTsQj5GU6JFEM6b0WJGv3AKfC1ztfwJJmLUapwmxKDhsDl9ijplmNxZ2hhFJls0aaljcxgxZAbpOFuxKlsYsDqhJoAux7u0msaFIDqp5SR52gDnHI8npygnBsHXGMzN24czYHkqZojHYX2eG6e7B4yHVWgGUo7VCrGiJOf57mfPqOj7pR2twbrvp2PveECbdhNXutMY1BjAky53l78Sd,322,322,63764
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005008414822226,"Bolsa versátil para lavar zapatos, bolsa de lavandería de malla duradera para zapatillas, zapatillas para correr, calcetines y sujetadores con cierre de cremallera, bolsa de lavandería",22.64,50%,92.4%,98563,https://es.aliexpress.com/item/1005008414822226.html?pdp_npi=4%40dis%21MXN%21115.80%2157.90%21%21%2145.29%2122.64%21%4021410ce717716956095092099ea166%2112000044953113381%21affd%21%21%21,1104262416,https://es.aliexpress.com/store/1104262416,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9w5Cd46BNu3fjwdxR2p6i1rERJwrmns4KSBjVi5lgPjPlTvZNZDanPnaSMR8vd9SyoGCkdrDYmdEIUYUKcAr7bR0JjSADTeSxjCwbdiWg24Cm6T0K9NLv1DD8IupsRBx7dm172gdMIXmhk8U4Q0U8MMGbCoxUcAlwiEii0uBFvLsB6jRhGXUHnPfjYv09HfUtFvS70MIa1HQR8E1I23ZCOaW35RG6bVlbFahbD5RYcbOkv4wbDbAWzn2wvLjtSVIgDt4mfg7uZjTbMF5OfQnKmiRKeGfzgn1NfXK2yNUxx5BnixadOilAtCdUJznUYvDa2OWrZR8oIraddaRWYR6PhOVru2MFdar3qpZeGKI6cdHz3IFeK3jBUnsv8aXgFiz4WleoIOMMSmjemyTx0YQWICEC7tFz0JzWRxReWNlQnLb5aeGaSLptUKDCqjWbyH2kWf749g5PX6GMFyM8NNChhN3hlhKryJtGFfUDQXK16MHRHM7oqmkCmGQc0jDlv8PBP6fDK2ZiUES0subvMh9JoP8ODEUjkX4XL6iWHChi8E7TQhyXB3C7vUDL03c0vXf4Qx9zWNQMOrMCc3CTNUlSzONJZmp83trPjHME2LvLivFSsNIikdVWSxSh,15,15,91072
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005007805590675,"Zapatillas de verano para hombre, sandalias con estampado de osito, para interiores, baño, antideslizantes, suaves, para mujer, dormitorio, zapatos informales para parejas",28.52,50%,98.0%,65131,https://es.aliexpress.com/item/1005007805590675.html?pdp_npi=4%40dis%21MXN%21145.80%2172.90%21%21%2157.03%2128.52%21%4021410ce717716956095092099ea166%2112000042262479330%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wpvO4EswEk9YNq20UQor7KvpK6rLtDOao2rBpdwP9si1UYWJZiz39i4jgnwW7GoNHKXzqQeCM2jhFEO29VvsvCyXlxuuOp2puidyPTHbPXoy2rgNBtGtnVrDVevGepj2KR4UOsOXAmwKmImA6f8T7FIYKNOd8RIxZ10p2sIz7YZLPMoOTwK8YTQU6QuiBE1g6XEvgwZ02HfqjLdetgjZM4sw5zAvuf1fkzGHFoQPZ0Io8aqQol5yk3ULZKrkRvaQcjZaBPjAqVvJhUu3dxLFTTGEMV5aieckiICxafj6am8v7ArI89ak8Iqy9styN6dVvd4hQt9t29UVqB7g9apwFjXYQ3ldrAq30rFHwKwTAd57i0kD3A4WCorklqzKkQElELESc6Mnuv2Px58QU6aS768BuMFSk82oATRF0DA599smfPSxA8xehQ4dUWMSb9csRlqPxE7MpYfPF8KuDPkcRo2NrfV9ZNYU7WLjsRDJ9oixLCmB3SE9Oen8bhNGsh9lZD04tKgqT9nCLkrnyE0YLcaw2C0AsOo76hMTsQgbY6OJt0mVPrpBGrYDvSFcYGCQYvKXdK5FjEET80FaEvSZThJbIezMbYGi98gOhxhvIMbmhF2HKWsm61y9,322,322,63828
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005007539827988,"Zapatillas de EVA para uso doméstico de verano para mujer, bonitos zapatos sin cordones cómodos para interiores con diseño de dibujos animados",31.64,53%,98.0%,66096,https://es.aliexpress.com/item/1005007539827988.html?pdp_npi=4%40dis%21MXN%21172.13%2180.90%21%21%2167.32%2131.64%21%4021410ce717716956095092099ea166%2112000056043795192%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wpAa5KWLpoc6rkKbUfxFVXft3AURMofxlOFS6KeCtCjBtQG2MkzUBXk7upyOqJYRyBFenQGo0bPHGw2lKIcdWOyZbQxepq6gxXoOe4DLUUA0HXVgi3yF8twk3WJziIPZtsawz0PCvoNXCNtFUMqI2tSi1YjXPlO7OvRPo1QUStvCJibAaiu2CNkJfiMOet9drHG30vy4Nf5h64KnfBlQbWrE88HS0FCdaih8ZHIoJyT2tVJodc99tNFFKYVyRXxKOo6TVjWotBnSRicWGjoloAU1YQ6Ko84RlT7R9WzUDh5aNXRQTqasDgNHVdNAqJrT6ve4UYI8Dif6lwheoZmH4TIdLYZSjj81uP9RM3U1o9JLgLNawbGxcDW26PLjt3uYG0CnwXuZlistGQj9WLWmRzfzPf0mRTfoE0Y14WWCZ2zpimDGOYioJv3TrjzSCp69jNfjnEuZvnfEQQq2Lj0XEU0KJdjrb0mwcH3QOHelhJ2wQrj6FEJjtYSllySoQRSFs2avGpnD30xly8ynaTgT9u5fHsxWw8O2xl7BeLHVwUPNIPKIipAFMJq9ZWPy8E5P2GuW4xPuuwdFER1BYzxxaQi1CFlFMPmQVKWnqyG0UPSBhHsDAp5hOwfR,322,322,64774
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005007037800886,Zapatillas de coco Se siente como pisar mierda Sandalias de suela gruesa Verano Nuevas sandalias antideslizantes,30.47,50%,98.0%,82381,https://es.aliexpress.com/item/1005007037800886.html?pdp_npi=4%40dis%21MXN%21155.80%2177.90%21%21%2160.94%2130.47%21%4021410ce717716956095092099ea166%2112000039178914444%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wpA0FYDF1XrDD6GSzeMiwJLxCutLcjOUREdVfippSTsIn40vRK6J9EWLHh7aFzCxmQ1uktbMvInZjJEy8JOH0kHtpV0IITX0HtVMSFEkbb3G9umeWgMCGVTfNmRvYaGkyEoFIWPsvRfgm3L5Ag9stipX6gKtJx3rjCDJAci3SwRv33lDORfxWzU16mrgpOfrj68wYRKZz5mtJbFn6wwWEavKypehbnr2ys0T3MlDR5161meaSSukYEkbA81LhGip5EhVe64RwkaEwBi8P4yzb631ZP5vNAWdo9Vj2uPFvWwbKnmIkYSsyIgmoQxvP2NsyJUBnhuXMGpYnPVMYc2C38bY6byIx92Mfbz3UC97iojgD2Czt1SSu5mtggDkN86oGGiL5zxcR763RQ9Ml1PkwOkwho14FUvjE5I9vyZJjfsyCfEPK6XZDZfMIJXIsRZPEHLCVRHlcOvAlOMAaY8pmBJ5SBGidZXC0WRSaYQAM56gI9K4mAToKgTtktlP8r5dPkQhkz3Y8nATXGSvsQT7YoeCJ54mP6yfgZUkkVcErarw66uPLSEZ6Vlmvpfe9VIu3CcupsYliwzkGS0kTm6nXLebhGL61PzLiTyt9fB7UsmjVV5eV0U4jXzR,322,322,80733
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005008710894079,"Bolsa duradera para lavadora de zapatos para todo tipo de zapatos, amarilla con cremallera azul, ideal para zapatillas de deporte y zapatos casuales, bolsa para lavar ropa",43.76,51%,96.3%,101710,https://es.aliexpress.com/item/1005008710894079.html?pdp_npi=4%40dis%21MXN%21228.37%21111.90%21%21%2189.32%2143.76%21%4021410ce717716956095092099ea166%2112000046345704388%21affd%21%21%21,1104556800,https://es.aliexpress.com/store/1104556800,https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxgdnDsYSIm3vsIaZqbhl3bnEugme9Nbg9sjhJzEzrJb4HLIC25jiigGijqmTP8PI4943y9wgkNlReRVTeOXOq2pdr4Jj7t4i1hEVdNnxZ54C5xXhEQxaa090hJUa5Qx4vHlDMi7A4fys1kDnm4nc0GoYo1rRrwV2MVpzCesT65A7LSu9zFThWyGICIeVKL4cLREK0pjJmMTAe4YPnplcnKD3XwuPaPkMInpYPvI9UO4KHBjHK01EgXoFgo9EsFTPsb0hRpT6iSLoYTQ2zRn1MrgLYuc7Dby02r2501p8xMS8st9TEo9qSEIyTfYlP8QrUgI2EMAI1l1ncHPedaC2pvyDjydqhB8ykVnPmEXCbWqOq4T8q3rUxAjg87Rj2WoCHUf0Is5AxF4pKO8kCwe25kVw4KVggOuYxOly2ZZdFZ1dX1Ht01exKj2O6kRfq9eJZOZQqEZTDSyesClQAuqL8Dq92G3d3UYL7tm5lTKSCBuJoRnHnTZllmLNaF4cJxUrD6dqbGbudqftXnRZHdCKVQCLqjjySnCf5fDrCUgkHuWm0xOgh44JyMaMYEJLN1xwPMcI3AClk0yViLmgFGROb8j0Um5Ku8OjxBkKsBxGhlaXCMp35MLZfh2qeOrRA5TyXdUIYShpTyx5os5DSPWmfHvD,15,15,97947
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005008406212693,"Zapatillas de verano para mujer, sandalias para hombre, zapatos de playa informales, chanclas de fondo suave, Zapatillas de casa antideslizantes de EVA con plataforma gruesa",29.69,54%,98.0%,75948,https://es.aliexpress.com/item/1005008406212693.html?pdp_npi=4%40dis%21MXN%21165.00%2175.90%21%21%2164.54%2129.69%21%4021410ce717716956095092099ea166%2112000044908855394%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wodxBoOVDhh5M2SqjGDHbXVhyag1IcnQrQm2CKtYwWmXmF7ZaVAUeuVckAzYTMPqV8CLBlITxSTaOh6RT0vxcX6n7E3p95E6WKezRUbMQCTOnVXpJ6ARUxg27lYHJqQPANikswEycz1vVIbFJKXGuuY93UY04Bb43ttbKikVBduCXrKbg6pBCXTNO44tVRoEGG2Xw54KauapaqaYwdOdxx5jMojaEWwemNPwP7nxw8DMx3vn3PHPBXjH2bVOx8DsgFiTQYbDo5EM1tIVTCd6WbIeGz8m0KnsoLayfHKVOiA41dVhx1BiVFNe2grQBfShH3v0OKkHO79GgAKxxF5EbXR7HOd7mvIObfgGXSjVxA4HsQFAkGpc49VssQZk29fSgCV1lv9xUtUIgJpxCU7xT1OIvWTaGJQ1kNlSHZKUJjKfUEOUpthn9TW6irAijTDwadKph2iyZtg8GzcPIi1Fsmg9fP7GbDwHXuAHP0s8GoFlWKcQ85gNS12hNqiml5HbTWuyFaHLwWqOQfS2gRQXKfylmlVElDHAYRup8OFM2i0S7NoCp0OAcrqQ6yRjuO7M0UglctkmLe5907H6aIp7cCQRZkmnu37BOvneN4somB8yCxKxC61a3Qq5,322,322,74429
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005007545433128,"Zapatillas de coco, sandalias de suela gruesa de nube, moda de verano, zapatillas de playa de fondo suave para hombres, sandalias para mujeres, chanclas EVA",26.56,53%,89.6%,65063,https://es.aliexpress.com/item/1005007545433128.html?pdp_npi=4%40dis%21MXN%21144.47%2167.90%21%21%2156.51%2126.56%21%4021410ce717716956095092099ea166%2112000041235871690%21affd%21%21%21,1103520288,https://es.aliexpress.com/store/1103520288,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wpZmQ1W8p6ayadOcbsDTyVGeSn3bPsP4WdlHL9pO29uF4ko5UzGHcsX5nkMwgV2mIpaSMRHz08xNzvl02n1IyaYfqYcunD7R91jrxY4yXFl9Ohypdxp3yMyp0KYUZByGxR5Vr5eZPW6YCpFbqxgbN1QryG3lO3Ta4jyC1jNg57TvwM2iz5OdbL4jejc9s0bEx7eYJ0s6Up4qddpIyGricyXAmt5l7I7G2hFfas26h13NHt4UhuUnUDn7msRWbrMuA09IV9fnPKSlUKniE1zj7yHFcoFoLBRrzYWdfHfT5sfnntwbePWTg4utpjowefDz4rcuQZuLa3v7gj9JK8K1eTtYDuAFStkkcVkQt01CooItndEsIcjl8MCUlPhihO8z2FUaSXY2c1XFfhGKgAyIJ4xNBvTW7mWoGiUZ3CGRIL7iXZ4KWLKlOCSXMlCdhK4p8ooPlrjDWF2Sv3EnKweGzMg2obxuFA8h7woDg0msfwySpQvdPDTdkxNrS4kNiz4a0nOPyYJDIK7HEv4To5I6qwCeIIFLrkDh7F75v2MOhldjcDxBm6lgY3Fe3cvSpAIBfP7UO2ekjbxxBschrUavmBeG4nkibuqRtHZm1oM7bxwd1sw3PDYcfLpJ,322,322,58296
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005007168517765,Zapatillas de coco Se siente como pisar mierda Sandalias de suela gruesa Verano Nuevas sandalias antideslizantes,33.99,53%,98.0%,82067,https://es.aliexpress.com/item/1005007168517765.html?pdp_npi=4%40dis%21MXN%21188.91%2186.90%21%21%2173.89%2133.99%21%4021410ce717716956095092099ea166%2112000039681848062%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9wpARcOhWiqOl5XtBvuKqu74v6SlJ9qqczdzHdvk0pBG8lmndmSHMEGdr9N7O0VQM9JzLsuHtdIa5LodjUrV3rzZL5dZlsr1XEd4bgQ3CySdHw65cpUtM831AerrAn5owUOEEv24oBJHhNrmjbErIdBLyIAjLfvhojbppRO0mv0PuFeMrJ0r899cgPjnPQff1wMtlUY87zmmHVnaoCbPee3eTK3QYQP4YQnRqZLH18H0tY2w0JLZ30MdtGm5ZcOOvstBZpbiONdMfImAhzn7kMsC0mcEaiL654PsWzvgWTbetdQNNGdElDrddXfMZ73hXI1f9Tc2eAC0lU3oi1AfXo2kbOtrpQl81TNb3AjsK1DK13yJxgYa4mfoX9b9EaNuvQeUXMmMMjPygEPmkqFr4PIBxDDEdnM02yqM7HKK9zSPzPXXbKv6Ck1WBwAidpfExNO1IdGy4LTmBqYitzLrdnEP3onupPfb0vNNDygjnMTvm6NzorYc2k7DfzcvkqZBM2iuq3Pd3fzjjmjxJFYQwHIxn6ivZHHIp3Qad7HzlU2BXE2lKSR0flWEBruPWTfRvmjYM7Q6Vhg6SJIRbRJHSkUfqTsXQqa991yf8ZePdGCRAiEocPdZsjaLf,322,322,80426
dbe9a528-33ad-4d17-9ac4-653bf2b08ee7,2026-02-21T17:40:05.987485,zapatillas,MX,MXN,ES,1,10,1005008830769032,Zapatillas de coco Se siente como pisar mierda Sandalias de suela gruesa Verano Nuevas sandalias antideslizantes,19.91,50%,98.0%,75452,https://es.aliexpress.com/item/1005008830769032.html?pdp_npi=4%40dis%21MXN%21101.80%2150.90%21%21%2139.82%2119.91%21%4021410ce717716956095092099ea166%2112000046865052378%21affd%21%21%21,1103573332,https://es.aliexpress.com/store/1103573332,https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPc6yJmOCcgggJbRdNdwdKUz6trGn9w3WAGBVg5LRjbJEWeAcGToFb80jAzVFFh1DV3CEZwgWTxQw78Jq1Sa8ZD1v6SeXgmCRRteSc4RiNZeCIZhnmaXIPg1w4MrWXcax5CiWP7147RDeQoGM7zikboCsbmmC6o2R1eoLnv1aZ2DO6jnkcFnjFOw2gvmcNAAjfmyjHJEotdGQ76F9OsuTZB8MBF16TKupw79MDbdPbil5gtH06Wcl0UCCmgP0YGVJ2VhJFe6IVatjq9d04VEZ1IRKvwGmRbSNPc6HH9PoSDTrdt7RudAx2ilqztkybLWQj0Y0kzgu80dOmkPsItvhMZfWb0WqrFjpTgIwWpCUDDuUtXO2LIIbIpVrGyNdUrE3Z4vSmEdWozVf1jYbttzYK2FHT0NeioA0mCL97i7394jr6m2IFiOyr6Ov46XwQd9qAbqbMoVdQZZ59A8klHBajAHdOFIxvX7mmzBoOE1YnUyTDq8IvrQ7vpmdAmvEJ3gUwEC2O8v64oIxhonn7SXZwoL0s4LoEdrJ0v4zHWbhtAfWQNFVBbFS0NJU8OCX134u0ewAXCkkAvuZjEvSyAfdxWuQho1sTkcA3tIbPJkfoFesazvaib6wQKWnzWq0Ed0p7IwfVXOjixVuv7xEZY8RB,322,322,73943
